,source,target
37203,9984,25800
37204,70608,66208
37205,66208,70608
37206,31496,60852
37207,80442,59766
37208,17908,43839
37209,87814,95305
37210,81531,27122
37211,2563,52579
37212,79663,95305
37213,95305,87814
37214,52579,2563
37215,59766,87814
37216,87814,59766
37217,95305,80442
37218,43839,17908
37219,66589,81788
37220,95305,79663
37221,81788,66589
37222,59766,80442
37223,60852,31496
37224,80442,95305
37225,27122,81531
37226,98191,67159
37227,67159,98191
37228,1394,93241
37229,1589,20394
37230,32574,92775
37231,68283,99067
37232,27069,68763
37233,14434,29577
37234,53257,94402
37235,86654,78135
37236,30139,19249
37237,5414,26186
37238,98790,18888
37239,53257,38659
37240,25039,61533
37241,95763,65277
37242,32706,16985
37243,1589,26996
37244,1685,4501
37245,35769,19862
37246,50551,61014
37247,50853,5700
37248,8131,32321
37249,8131,1366
37250,18796,10099
37251,49996,45342
37252,4973,42910
37253,21777,26186
37254,33722,64523
37255,84962,94661
37256,67571,62795
37257,42910,4973
37258,64643,84962
37259,84512,28829
37260,44463,61332
37261,1366,8131
37262,48474,33568
37263,52616,79156
37264,95383,29719
37265,27069,23984
37266,27636,33568
37267,46806,2847
37268,94673,72010
37269,25039,72200
37270,45342,30714
37271,33568,27636
37272,40805,90462
37273,42910,60711
37274,99762,12642
37275,5700,78576
37276,94673,36559
37277,36550,48326
37278,26186,21777
37279,53257,32574
37280,61332,70287
37281,38659,53257
37282,65277,95763
37283,83659,4215
37284,19645,25369
37285,66040,92464
37286,95632,9829
37287,94402,53257
37288,5657,91429
37289,19631,64523
37290,95798,40
37291,94673,14836
37292,76351,40732
37293,4173,45934
37294,75788,68137
37295,79051,45360
37296,1354,84073
37297,33587,9263
37298,10099,23768
37299,65921,36989
37300,54765,74297
37301,45342,24668
37302,84073,1354
37303,24801,36559
37304,27636,2595
37305,78576,41290
37306,68137,75788
37307,55469,62220
37308,24801,28213
37309,15932,45934
37310,29577,24668
37311,76123,46806
37312,33568,48474
37313,60523,61378
37314,62220,71170
37315,9829,95632
37316,73793,14836
37317,7552,24668
37318,80397,95383
37319,45360,79051
37320,84073,62781
37321,47605,27636
37322,24944,68137
37323,70357,29577
37324,27507,68279
37325,35769,8830
37326,45110,30714
37327,61014,50551
37328,96810,68283
37329,97115,65921
37330,40,95798
37331,71170,13494
37332,2847,46806
37333,13374,62781
37334,66218,33568
37335,36989,65921
37336,50551,64643
37337,60523,76123
37338,62781,84073
37339,92464,14836
37340,65277,60711
37341,50962,19249
37342,71170,83816
37343,25039,45323
37344,62220,55469
37345,8131,45690
37346,65921,97115
37347,78135,86654
37348,30714,45342
37349,16985,32706
37350,51432,78576
37351,25369,14434
37352,26186,69004
37353,19030,8463
37354,92775,32574
37355,84339,13374
37356,36989,5414
37357,71170,62220
37358,61501,95632
37359,4973,83659
37360,40,8830
37361,25369,19645
37362,68864,61501
37363,32321,8131
37364,81661,5657
37365,36989,42910
37366,45690,8131
37367,5414,49996
37368,28829,76973
37369,43430,14836
37370,39382,19249
37371,5414,36989
37372,36559,94673
37373,38659,42123
37374,78576,51432
37375,12642,99762
37376,91587,25412
37377,99395,13494
37378,60711,4215
37379,4809,24668
37380,77553,33587
37381,80397,97774
37382,45669,64643
37383,54882,58011
37384,42123,52616
37385,43430,36989
37386,60711,42910
37387,30714,45110
37388,42123,45106
37389,9812,66218
37390,725,94435
37391,33722,79156
37392,61501,68864
37393,78369,66218
37394,4501,1685
37395,60554,74297
37396,29719,95383
37397,84823,40805
37398,78369,13374
37399,28213,24801
37400,5700,50853
37401,83659,4973
37402,86654,98790
37403,23984,27069
37404,78634,99270
37405,79156,33722
37406,48326,36550
37407,77051,99762
37408,99270,78634
37409,99067,68283
37410,36989,43430
37411,64643,45669
37412,76973,14434
37413,45106,42123
37414,5700,52616
37415,24668,4809
37416,29577,14434
37417,5801,24783
37418,36559,24801
37419,91429,16985
37420,21662,14614
37421,66218,19030
37422,95383,80397
37423,19249,30139
37424,14836,92464
37425,4215,55086
37426,92179,658
37427,84962,64643
37428,13374,78369
37429,65840,94661
37430,27069,91587
37431,13374,84339
37432,94661,1589
37433,26186,5414
37434,8830,40
37435,72200,25039
37436,97774,80397
37437,19249,50962
37438,86654,40
37439,41239,33567
37440,19249,39382
37441,61378,60523
37442,68763,27069
37443,30714,82691
37444,60218,93831
37445,28829,84512
37446,78634,57062
37447,68137,89140
37448,93241,1394
37449,19358,24783
37450,23984,25542
37451,14836,94673
37452,34729,14434
37453,5657,81661
37454,658,92179
37455,25542,50853
37456,98835,93241
37457,99395,33568
37458,13494,71170
37459,9829,21777
37460,84339,98835
37461,23768,18796
37462,66715,58643
37463,62781,45669
37464,69004,26186
37465,56010,90462
37466,52616,5700
37467,50853,25542
37468,8830,35769
37469,74297,79051
37470,62795,91429
37471,57062,78634
37472,94435,725
37473,92464,66040
37474,14434,34729
37475,99270,25291
37476,50962,86654
37477,24668,7552
37478,64523,33722
37479,97942,71170
37480,74297,54765
37481,76123,60523
37482,25412,91587
37483,20394,1589
37484,33722,60711
37485,23768,10099
37486,32574,53257
37487,41001,47605
37488,94057,16985
37489,45342,49996
37490,16985,94057
37491,4215,83659
37492,24783,19358
37493,19030,66218
37494,8788,54765
37495,8788,27391
37496,13494,99395
37497,51603,97115
37498,25542,69004
37499,49996,5414
37500,79156,52616
37501,67590,9090
37502,60711,33722
37503,99762,77051
37504,97115,24801
37505,82691,30714
37506,98790,89140
37507,62781,13374
37508,24668,29577
37509,93831,60218
37510,68279,27507
37511,1685,49996
37512,21662,33722
37513,33567,41239
37514,52616,42123
37515,40,86654
37516,72010,73793
37517,60711,65277
37518,47605,41001
37519,79156,9812
37520,90462,40805
37521,41001,1394
37522,4215,60711
37523,46806,76123
37524,18888,98790
37525,41439,19358
37526,40732,80397
37527,69004,25542
37528,86654,50962
37529,91429,62795
37530,44463,33587
37531,68137,24944
37532,12358,52445
37533,83816,71170
37534,25542,23984
37535,58011,54882
37536,95632,61501
37537,74297,60554
37538,55086,4215
37539,64523,19631
37540,40732,76351
37541,35931,5414
37542,91587,27069
37543,91587,90462
37544,14434,25369
37545,27636,47605
37546,9263,33587
37547,91429,5657
37548,33568,99395
37549,61533,25039
37550,1394,41001
37551,66218,78369
37552,18796,23768
37553,19862,35769
37554,98790,86654
37555,58134,13474
37556,79156,1354
37557,92523,5657
37558,26186,26996
37559,66218,62795
37560,9812,79156
37561,50962,64523
37562,98835,84339
37563,90462,91587
37564,33568,66218
37565,51432,19631
37566,66218,9812
37567,13474,58134
37568,26996,1589
37569,14836,73793
37570,95632,36989
37571,27391,8788
37572,33722,21662
37573,23768,4501
37574,33587,77553
37575,36989,95632
37576,62795,66218
37577,13494,84962
37578,14836,43430
37579,61014,27507
37580,658,19645
37581,49996,1685
37582,14614,21662
37583,16985,91429
37584,62795,67571
37585,1589,94661
37586,9090,67590
37587,40805,84823
37588,79051,74297
37589,72010,94673
37590,19358,41439
37591,33587,44463
37592,78576,5700
37593,71170,97942
37594,52445,12358
37595,7552,74133
37596,2595,27636
37597,45323,25039
37598,5414,18713
37599,19645,658
37600,19631,51432
37601,8463,19030
37602,26996,26186
37603,64643,50551
37604,42910,36989
37605,42123,38659
37606,24801,97115
37607,68283,96810
37608,61332,44463
37609,76973,28829
37610,54765,8788
37611,25291,99270
37612,15050,25291
37613,89140,98790
37614,90462,56010
37615,70287,61332
37616,98790,41291
37617,45934,4173
37618,74133,7552
37619,4501,23768
37620,10099,18796
37621,18713,5414
37622,58011,77051
37623,41291,98790
37624,41290,78576
37625,64523,50962
37626,5414,45877
37627,77051,58011
37628,24668,45342
37629,45934,15932
37630,21777,9829
37631,1354,79156
37632,45877,5414
37633,80397,40732
37634,45669,62781
37635,94661,65840
37636,89140,68137
37637,14434,76973
37638,73793,72010
37639,27507,61014
37640,5414,35931
37641,94661,84962
37642,24783,5801
37643,29577,70357
37644,93241,98835
37645,25291,15050
37646,5657,92523
37647,58643,66715
37648,7284,33817
37649,33817,7284
37650,39387,49641
37651,49641,39387
37652,64669,15499
37653,38206,54086
37654,84189,79686
37655,79686,84189
37656,13905,74916
37657,74916,13905
37658,84189,14068
37659,79686,22598
37660,22598,79686
37661,22880,13793
37662,22598,46034
37663,15499,64669
37664,15499,33772
37665,96971,68459
37666,54086,38206
37667,68459,96971
37668,33772,15499
37669,13793,22880
37670,14068,84189
37671,46034,22598
37672,43312,68421
37673,45715,16053
37674,68421,43312
37675,16053,45715
37676,2932,76072
37677,68421,16053
37678,16053,68421
37679,76072,2932
37680,17467,88701
37681,88701,17467
37682,25440,70300
37683,70300,25440
37684,71320,74750
37685,69097,7035
37686,87141,69097
37687,12518,98954
37688,39058,94428
37689,60171,91190
37690,91190,60171
37691,7035,63494
37692,71320,43011
37693,7035,69097
37694,69097,87141
37695,43011,71320
37696,74750,71320
37697,39058,23528
37698,60171,24948
37699,63494,7035
37700,24948,60171
37701,24948,13587
37702,94428,39058
37703,13587,24948
37704,98954,12518
37705,23528,39058
37706,32265,32092
37707,49422,57417
37708,32092,32265
37709,18712,23496
37710,23496,18712
37711,57417,49422
37712,39115,74798
37713,42925,19902
37714,92481,3738
37715,34607,55410
37716,19902,42925
37717,43923,41160
37718,60592,85304
37719,3738,92481
37720,55410,34607
37721,85304,60592
37722,41160,43923
37723,75774,71801
37724,71801,75774
37725,22764,38560
37726,92411,36895
37727,12095,6298
37728,37741,55342
37729,58929,96748
37730,6298,12095
37731,36895,92411
37732,38560,22764
37733,55342,37741
37734,61391,24396
37735,24396,61391
37736,20047,54957
37737,26325,9795
37738,33884,22031
37739,63332,94110
37740,38626,73825
37741,83535,77674
37742,99882,57746
37743,22031,33884
37744,29155,39749
37745,97056,71625
37746,61905,64694
37747,18131,26325
37748,88951,50406
37749,91601,67806
37750,42520,59648
37751,22139,53781
37752,38626,54957
37753,73825,39749
37754,4377,34705
37755,53986,89248
37756,39551,56270
37757,64694,61905
37758,54957,38626
37759,50079,57746
37760,49063,97634
37761,26325,18131
37762,50406,88951
37763,52520,22004
37764,87564,34910
37765,53781,75306
37766,9795,26325
37767,34705,4377
37768,76589,12443
37769,34606,4815
37770,26142,75306
37771,88411,53986
37772,63331,89682
37773,22004,52520
37774,57546,61878
37775,2434,36557
37776,61524,34705
37777,63331,63241
37778,89682,63331
37779,57746,99882
37780,36557,2434
37781,84676,98858
37782,53986,88411
37783,73825,38626
37784,76589,34606
37785,56270,39551
37786,18074,38626
37787,9932,31329
37788,67806,91601
37789,48741,16831
37790,99547,61905
37791,58525,8191
37792,94110,63332
37793,4815,34606
37794,38626,18074
37795,34705,61524
37796,75306,53781
37797,89248,53986
37798,54957,20047
37799,31329,9932
37800,91601,8191
37801,26325,82369
37802,98858,84676
37803,82369,26325
37804,99547,43747
37805,71625,97056
37806,98669,22139
37807,53781,22139
37808,39749,29155
37809,63241,63331
37810,43747,99547
37811,16831,48741
37812,61878,57546
37813,34910,87564
37814,34705,34606
37815,61905,99547
37816,74576,85587
37817,43351,10275
37818,8191,91601
37819,77674,83535
37820,57746,50079
37821,10275,43351
37822,12443,76589
37823,22139,98669
37824,75306,26142
37825,34606,34705
37826,8191,58525
37827,97634,49063
37828,39749,73825
37829,85587,74576
37830,59648,42520
37831,37663,41451
37832,63411,58566
37833,24843,58566
37834,63411,16386
37835,58566,24843
37836,16386,63411
37837,58566,63411
37838,77656,77230
37839,91076,77230
37840,17359,77656
37841,49543,58566
37842,77230,77656
37843,49543,24765
37844,24765,49543
37845,77230,91076
37846,77656,17359
37847,41451,37663
37848,58566,49543
37849,24765,66453
37850,66453,24765
37851,74764,83351
37852,83351,74764
37853,78479,68096
37854,54872,6576
37855,52868,54609
37856,39945,86825
37857,58699,72427
37858,19093,16948
37859,6576,54872
37860,54609,52868
37861,81652,3487
37862,86825,39945
37863,38538,54561
37864,16948,19093
37865,53189,54609
37866,68096,78479
37867,3487,81652
37868,2207,72427
37869,54609,53189
37870,72427,2207
37871,72427,58699
37872,54561,38538
37873,23954,74965
37874,74965,23954
37875,53395,55970
37876,92440,69584
37877,55970,53395
37878,69584,92440
37879,33407,33409
37880,33407,2715
37881,33409,33407
37882,38610,63534
37883,58114,86486
37884,86486,58114
37885,2715,33407
37886,96750,57766
37887,63534,38610
37888,57766,96750
37889,76918,93995
37890,76918,33521
37891,23061,5391
37892,93995,76918
37893,33521,76918
37894,5391,23061
37895,43478,74026
37896,74026,43478
37897,95225,10101
37898,23366,56293
37899,56293,23366
37900,13541,31554
37901,10101,95225
37902,62173,50620
37903,50620,62173
37904,51434,75716
37905,75716,51434
37906,67970,5484
37907,61734,24985
37908,5484,67970
37909,24985,61734
37910,90070,5915
37911,35079,78352
37912,17705,74143
37913,17705,60221
37914,73148,99507
37915,46587,78468
37916,70999,76549
37917,33181,81760
37918,60221,17705
37919,99507,73148
37920,91685,77923
37921,69468,54565
37922,35755,98044
37923,65006,46587
37924,77923,91685
37925,9053,25662
37926,78352,35079
37927,82413,91685
37928,98044,35755
37929,90695,9703
37930,72105,90695
37931,90695,72105
37932,5915,90070
37933,9703,90695
37934,91685,82413
37935,33181,46058
37936,46587,65006
37937,78468,46587
37938,76549,70999
37939,72418,97926
37940,558,92809
37941,78352,65272
37942,97926,72418
37943,65272,78352
37944,19313,55568
37945,81760,33181
37946,46587,99507
37947,72418,74143
37948,46058,33181
37949,14359,82413
37950,82413,14359
37951,25662,9053
37952,55568,19313
37953,99507,46587
37954,74143,17705
37955,74143,72418
37956,92809,558
37957,54565,69468
37958,96312,9997
37959,84134,96513
37960,16746,14756
37961,91859,59601
37962,79063,88720
37963,7558,75340
37964,71609,64050
37965,47248,67647
37966,16746,97481
37967,74375,7558
37968,74612,91859
37969,93533,11355
37970,14698,74024
37971,61697,56782
37972,77545,64050
37973,222,74136
37974,96513,84134
37975,7558,79359
37976,64757,85160
37977,16746,75340
37978,67647,49530
37979,45968,87503
37980,7558,74375
37981,14698,94317
37982,88720,79063
37983,64050,77545
37984,42449,55542
37985,98248,63099
37986,59601,91859
37987,75340,64757
37988,64050,71609
37989,52328,97208
37990,75340,7558
37991,11355,93533
37992,79063,58671
37993,42449,84134
37994,85160,64757
37995,7558,94317
37996,94317,7558
37997,67647,40709
37998,14756,16746
37999,97481,16746
38000,77545,35101
38001,64757,75340
38002,9997,96312
38003,40709,67647
38004,79359,7558
38005,75340,16746
38006,91859,74612
38007,35101,77545
38008,87503,45968
38009,76009,79359
38010,58671,79063
38011,74024,14698
38012,84134,42449
38013,55542,42449
38014,56782,61697
38015,63099,98248
38016,97208,52328
38017,74136,222
38018,49530,67647
38019,94317,14698
38020,67647,47248
38021,79268,2259
38022,2259,79268
38023,13940,56241
38024,85747,8193
38025,8193,85747
38026,56241,13940
38027,62230,86
38028,82709,38271
38029,38271,82709
38030,86,62230
38031,42080,63381
38032,35410,42080
38033,65446,97616
38034,89915,4628
38035,8037,82220
38036,82220,8037
38037,4628,89915
38038,30982,69278
38039,42080,35410
38040,63381,42080
38041,69278,30982
38042,97616,65446
38043,75969,63783
38044,87316,49912
38045,21622,76713
38046,1269,29293
38047,63783,75969
38048,75969,82652
38049,29293,1269
38050,82652,75969
38051,49912,87316
38052,76713,21622
38053,35986,76628
38054,76628,35986
38055,19707,90490
38056,90843,85396
38057,28068,90843
38058,84090,82201
38059,28068,70121
38060,85396,20057
38061,85918,91822
38062,67955,53861
38063,82201,84090
38064,703,85396
38065,16953,71873
38066,41003,20413
38067,90490,19707
38068,49225,24909
38069,91822,85918
38070,53861,17745
38071,98578,62650
38072,71873,16953
38073,17745,53861
38074,24909,49225
38075,61955,19707
38076,63249,16953
38077,76878,53861
38078,16953,63249
38079,19707,61955
38080,63249,46423
38081,85396,90843
38082,37511,1137
38083,90843,28068
38084,53861,67955
38085,20057,85396
38086,11990,70121
38087,48739,20665
38088,37332,20665
38089,1137,37511
38090,46423,1137
38091,20665,37332
38092,15519,60174
38093,60174,15519
38094,70121,28068
38095,85396,703
38096,15519,24273
38097,70121,11990
38098,46784,46423
38099,53861,76878
38100,24273,15519
38101,20665,48739
38102,1137,46423
38103,46423,46784
38104,60174,72458
38105,72458,60174
38106,20413,41003
38107,46423,63249
38108,62650,98578
38109,86297,5291
38110,66925,86297
38111,46657,53457
38112,5291,86297
38113,43226,95020
38114,53457,46657
38115,95020,43226
38116,86297,66925
38117,51032,92264
38118,92264,51032
38119,76738,77653
38120,71785,97305
38121,47091,52327
38122,77653,76738
38123,73822,851
38124,63738,34528
38125,52327,47091
38126,88137,73822
38127,73822,88137
38128,34528,63738
38129,851,73822
38130,97305,71785
38131,59764,66203
38132,57407,30191
38133,30191,57407
38134,66203,59764
38135,95063,49314
38136,96785,28088
38137,44148,91495
38138,95063,99003
38139,99003,95063
38140,42099,91495
38141,28088,96785
38142,91495,44148
38143,84612,11154
38144,11154,84612
38145,49314,16358
38146,16358,49314
38147,49314,95063
38148,91495,42099
38149,36514,19062
38150,25979,83242
38151,10464,56569
38152,44469,93541
38153,94096,93336
38154,83025,5683
38155,36514,36804
38156,84911,53321
38157,57810,94939
38158,74683,87148
38159,30306,35869
38160,79400,93274
38161,46116,88247
38162,16144,47868
38163,5683,83025
38164,87148,74683
38165,56569,10464
38166,48526,37708
38167,65147,10226
38168,44733,37708
38169,9996,84869
38170,5683,69719
38171,93274,79400
38172,87417,1002
38173,27315,13877
38174,75155,4953
38175,69719,5683
38176,66466,41890
38177,13877,27315
38178,30414,48261
38179,43356,53321
38180,34712,24145
38181,26905,99956
38182,27315,44159
38183,99956,84911
38184,39839,40922
38185,36475,93541
38186,41890,66466
38187,74735,85628
38188,35869,30306
38189,75155,86806
38190,39185,40285
38191,25569,81893
38192,25199,1056
38193,47868,16144
38194,4644,91493
38195,44469,80531
38196,42780,48261
38197,94815,20547
38198,71843,64956
38199,69904,93336
38200,47235,36514
38201,85628,74735
38202,4953,75155
38203,93541,34712
38204,53321,84911
38205,80531,44469
38206,46508,89815
38207,20806,86867
38208,16472,87405
38209,36514,47235
38210,10226,65147
38211,15453,69719
38212,40880,86647
38213,74735,42202
38214,93336,94096
38215,49408,86806
38216,99956,26905
38217,34712,93541
38218,88247,46116
38219,40922,85061
38220,86296,13877
38221,44159,27315
38222,84710,91709
38223,40285,39185
38224,96808,4421
38225,19062,86296
38226,86296,66052
38227,49408,99956
38228,69719,20547
38229,37708,44733
38230,1056,25199
38231,337,36804
38232,84869,27583
38233,5683,89520
38234,4953,58763
38235,85061,40922
38236,71233,96808
38237,13877,86296
38238,42780,84710
38239,19062,36514
38240,53321,43356
38241,71293,86647
38242,99956,49408
38243,93541,44469
38244,86296,19062
38245,42202,74735
38246,66052,86296
38247,89815,46508
38248,64956,71843
38249,30306,48261
38250,86806,75155
38251,42205,74735
38252,20670,90853
38253,93541,36475
38254,48261,30414
38255,39547,36804
38256,1056,77143
38257,6727,34624
38258,46660,71293
38259,67578,1320
38260,91709,84710
38261,87405,16472
38262,40922,39839
38263,84869,9996
38264,1002,87417
38265,10861,16423
38266,84710,34712
38267,84911,13098
38268,96808,71233
38269,84869,84190
38270,74735,42205
38271,1320,67578
38272,23780,11654
38273,58763,4953
38274,34624,6727
38275,71293,46660
38276,91709,20547
38277,36804,39547
38278,77143,1056
38279,56784,58763
38280,13098,84911
38281,5683,87405
38282,84869,9244
38283,90853,20670
38284,4421,96808
38285,48261,30306
38286,86806,49408
38287,39547,83242
38288,27583,84869
38289,86647,71293
38290,83242,39547
38291,84710,42780
38292,84911,99956
38293,20547,69719
38294,36804,337
38295,20547,91709
38296,11654,23780
38297,37708,48526
38298,36804,36514
38299,48261,42780
38300,89520,5683
38301,84190,84869
38302,91493,4644
38303,34712,84710
38304,58763,56784
38305,24145,34712
38306,81893,25569
38307,83242,25979
38308,86647,40880
38309,20547,94815
38310,16423,10861
38311,87405,5683
38312,94939,57810
38313,59061,9075
38314,55544,92500
38315,88937,41759
38316,97313,16363
38317,88857,34667
38318,16363,97313
38319,57493,78405
38320,96607,88704
38321,92500,55544
38322,88704,96607
38323,78405,57493
38324,9075,59061
38325,34667,88857
38326,41759,88937
38327,34667,96876
38328,96876,34667
38329,69989,80694
38330,76748,31456
38331,80694,69989
38332,31456,76748
38333,80234,63458
38334,65298,40040
38335,55894,15582
38336,11649,71269
38337,15582,55894
38338,99249,15582
38339,71269,11649
38340,27502,21545
38341,63458,80234
38342,21545,27502
38343,15582,99249
38344,40040,65298
38345,76564,14340
38346,50807,69064
38347,69064,50807
38348,14340,76564
38349,37338,61502
38350,83814,61502
38351,61502,37338
38352,61502,83814
38353,64162,14367
38354,14367,64162
38355,97292,57710
38356,88397,25418
38357,8152,76999
38358,37590,10439
38359,57710,97292
38360,73353,25418
38361,25418,73353
38362,93904,25418
38363,74178,76999
38364,79419,51846
38365,10439,37590
38366,25418,93904
38367,76999,74178
38368,51846,79419
38369,77399,10439
38370,25418,88397
38371,63107,37868
38372,10439,77399
38373,37868,63107
38374,10811,47274
38375,47274,10811
38376,83570,22104
38377,80914,82993
38378,84674,15846
38379,95788,94729
38380,16829,27425
38381,81895,63024
38382,81725,83570
38383,15846,84674
38384,82993,80914
38385,27425,16829
38386,92749,61490
38387,477,61225
38388,16829,30165
38389,22104,83570
38390,63024,81895
38391,30165,16829
38392,94729,95788
38393,61490,92749
38394,95198,15846
38395,15846,95198
38396,61225,477
38397,54803,2503
38398,92102,42361
38399,35100,2851
38400,40590,71107
38401,40590,73898
38402,73898,40590
38403,2503,54803
38404,2851,57760
38405,87613,24167
38406,42361,92102
38407,2851,35100
38408,71107,40590
38409,18338,66682
38410,57760,2851
38411,24167,87613
38412,66682,18338
38413,64802,30611
38414,15639,58125
38415,58125,15639
38416,57952,43988
38417,30611,64802
38418,43988,57952
38419,95983,43044
38420,68415,17789
38421,36395,94822
38422,94822,36395
38423,58703,47047
38424,17789,68415
38425,44892,26655
38426,94822,95983
38427,95983,94822
38428,43044,95983
38429,26655,44892
38430,47047,58703
38431,17574,62372
38432,62372,17574
38433,30362,31693
38434,25873,60933
38435,31693,30362
38436,60933,25873
38437,31990,64168
38438,64168,31990
38439,46568,11525
38440,11525,46568
38441,74239,73160
38442,73160,74239
38443,30399,65212
38444,65212,30399
38445,29025,99066
38446,19033,29377
38447,45922,26893
38448,92648,24251
38449,99066,29025
38450,30069,44980
38451,84784,36285
38452,24251,92648
38453,36285,84784
38454,29377,19033
38455,92085,99066
38456,99066,92085
38457,26893,45922
38458,44980,30069
38459,66372,76986
38460,26176,21983
38461,30607,69470
38462,21983,26176
38463,69470,87884
38464,30607,35351
38465,74644,13093
38466,52215,66558
38467,83905,35351
38468,55737,44548
38469,87884,69470
38470,13093,74644
38471,68812,52215
38472,46731,50169
38473,90544,66372
38474,50169,46731
38475,68812,48968
38476,21983,57768
38477,68812,66372
38478,69470,30607
38479,76986,66372
38480,21983,29505
38481,69955,27703
38482,83905,66372
38483,29505,21983
38484,66372,90544
38485,35351,30607
38486,44548,55737
38487,66558,52215
38488,6589,95988
38489,27703,69955
38490,39231,69955
38491,57768,21983
38492,48968,68812
38493,95988,6589
38494,69955,39231
38495,66372,83905
38496,52215,68812
38497,66372,68812
38498,35351,83905
38499,10840,99477
38500,37272,61842
38501,39059,99477
38502,61842,37272
38503,1529,26290
38504,26290,1529
38505,73360,54859
38506,99477,39059
38507,54859,73360
38508,32379,88436
38509,99477,10840
38510,88436,32379
38511,96813,19139
38512,2941,91844
38513,91844,2941
38514,76169,14495
38515,19139,96813
38516,14495,76169
38517,16188,59753
38518,30823,54725
38519,79219,62889
38520,4945,53119
38521,16188,29966
38522,53119,4945
38523,16188,61000
38524,62889,79219
38525,29966,16188
38526,59753,16188
38527,61000,16188
38528,54725,30823
38529,34087,92918
38530,52368,39656
38531,55756,664
38532,47688,80072
38533,7399,57370
38534,75036,41635
38535,44618,6371
38536,63973,26637
38537,56285,27551
38538,81888,43391
38539,57370,7399
38540,26198,56520
38541,30026,34492
38542,81677,78296
38543,46676,68443
38544,93396,26205
38545,12494,74751
38546,50975,22167
38547,33024,74569
38548,22167,50975
38549,20355,44212
38550,68281,81888
38551,78296,81677
38552,96284,28350
38553,52869,7303
38554,33024,90065
38555,30793,31330
38556,16597,71070
38557,44212,73977
38558,45045,32131
38559,98617,71810
38560,13073,22167
38561,30793,26637
38562,96887,32897
38563,99963,75850
38564,99715,33687
38565,75520,33282
38566,92054,40246
38567,67492,57924
38568,7303,34087
38569,40246,26205
38570,40313,99963
38571,55907,1659
38572,67492,70757
38573,53376,5584
38574,61484,78296
38575,13796,22167
38576,84117,86314
38577,26205,93396
38578,9549,34065
38579,9549,13073
38580,40104,96887
38581,52039,47688
38582,41172,26581
38583,78296,61484
38584,92819,44605
38585,70757,78028
38586,750,15150
38587,34065,16743
38588,80058,29394
38589,57951,98617
38590,78028,70757
38591,56089,6744
38592,57924,86115
38593,74569,42547
38594,30026,35544
38595,67733,90065
38596,56520,26198
38597,33558,92819
38598,41172,74751
38599,48242,6744
38600,26637,30793
38601,96284,7303
38602,21943,26205
38603,7303,26303
38604,80263,32938
38605,41635,81677
38606,40313,61484
38607,35665,86115
38608,35544,56292
38609,96887,40104
38610,86115,57924
38611,40390,56056
38612,16090,37605
38613,33282,32938
38614,18351,72269
38615,54786,57779
38616,71070,16597
38617,48242,41913
38618,70757,26637
38619,92819,46676
38620,70757,44896
38621,27691,27551
38622,91207,81678
38623,3785,96284
38624,29394,80058
38625,1727,31223
38626,57951,86115
38627,74148,61009
38628,75850,98617
38629,80072,47688
38630,43235,57370
38631,20355,64383
38632,26637,63973
38633,99329,32472
38634,27691,95887
38635,16743,750
38636,47688,52039
38637,69230,55756
38638,32938,74751
38639,32773,73624
38640,2519,78927
38641,18861,12116
38642,80058,96887
38643,86115,35665
38644,60192,33282
38645,26205,40246
38646,42547,74569
38647,75520,59171
38648,26205,67733
38649,22167,13796
38650,92819,81578
38651,86115,57951
38652,98617,75850
38653,74908,74148
38654,46676,92819
38655,70757,57265
38656,57779,54786
38657,22927,1659
38658,75036,64383
38659,99897,61484
38660,7303,26637
38661,5584,53376
38662,28350,18351
38663,80263,7303
38664,77054,80263
38665,41534,26303
38666,41128,26620
38667,92054,46676
38668,90065,33024
38669,53401,55756
38670,16743,32472
38671,74908,76413
38672,75036,21943
38673,23796,71070
38674,12396,89773
38675,32938,80263
38676,98480,67492
38677,41913,48242
38678,42547,13796
38679,61484,99897
38680,39656,52368
38681,65635,18563
38682,57265,70757
38683,74751,12494
38684,60288,70171
38685,67492,98480
38686,10024,41534
38687,84817,10607
38688,99949,4645
38689,60192,67082
38690,81888,68281
38691,46676,4366
38692,31330,30793
38693,55965,4366
38694,98480,15300
38695,91207,16597
38696,13073,9549
38697,7303,52873
38698,26637,70757
38699,6744,48242
38700,32897,96887
38701,13796,42547
38702,67733,26205
38703,73977,78033
38704,99971,12494
38705,596,61009
38706,71650,56520
38707,99963,74751
38708,61009,596
38709,73624,32773
38710,96887,80058
38711,57951,41128
38712,32472,99329
38713,61009,74148
38714,32131,45045
38715,68443,46676
38716,84817,42547
38717,28350,2280
38718,40104,99183
38719,44605,92819
38720,77372,10024
38721,52873,7303
38722,64383,75036
38723,46676,92054
38724,33282,60192
38725,81677,41635
38726,81578,92819
38727,64383,80072
38728,42547,84817
38729,90065,67733
38730,67082,60192
38731,29204,57265
38732,28350,96284
38733,21943,75036
38734,4366,21943
38735,23403,75778
38736,34065,8049
38737,10607,84817
38738,29394,73977
38739,26620,41128
38740,33687,36246
38741,13980,33687
38742,74148,74908
38743,57370,43235
38744,26205,21943
38745,8049,34065
38746,35544,1727
38747,41128,57951
38748,55756,53401
38749,36463,1659
38750,56520,71650
38751,41635,75036
38752,27809,87565
38753,52508,52873
38754,85344,20894
38755,71810,98617
38756,57924,67492
38757,46380,92054
38758,12116,18861
38759,4366,55965
38760,32472,16743
